sentiment,tweet
Positive,needs to brush up on her Twitter lingoo! 
Positive,EA's Upcoming iPhone 'Command &amp; Conquer: Red Alert&quot;http://bit.ly/Q7ibP - run that on your Pre! 
Positive,"Sunny day again, lovely "
Positive,Late night swim party!!! 
Positive,@H3CT0RR0X523 so how did i sound like was older then what i was then lol? awww happy birthday for tomorrow babe  u gt only plans?
Positive,@LissaLou30 ahhhh... ok! cool... Thanks for the info! how do you know all this??? 
Positive,@Hydrau1 Yes lol... tho not as nasty as I thought.  All's well here... bout to put kiddies to bed.  Ready for some peace! ;-)
Positive,"@tonyadam thanks for the tip, I followed him "
Positive,@daybrett hopefully my eye doesn't get that bad 
Positive,@AnalystAlterEgo We'd love to have you! 
Positive,"I just became the 1,320th follower of nsane8 "
Positive,Fixed my key fob.I have c/l at the press of a button again 
Positive,@tga1976 LOL It's called growing up  I was around in the rave days - been there - done all that 
Positive,@inworship that sounds...very American. 
Positive,@VentiMochaLite No. Waiting sucks but I will do my best  I am so bored tonight. I decided to stay in. I wish i knew people here or had car
Positive,@Porsidan Well done Jay that's awesome!! You SHOULD be very pleased with yourself 
Positive,What do you say to corn before you eat it?  &quot;See you later!&quot;  
Positive,"@cathyjo looking forward to seeing you all  I've been consumed with finance training, so my staff has been doing all the work!"
Positive,@RealLamarOdom I hope you and the Lakers will get the W for Monday.  Keep up with your rebound and flashy attack Mr. Odom 
Positive,@mandyyjirouxx http://twitpic.com/4oulu - OMG! that looks so freaking SPECTACULAR! 
Positive,@mileycyrus going to see the hannah montana movie today !! jonathan ross interview convinced me  &quot;see my movie&quot; 
Positive,Thanks for following me @ann731735 @stevebunyan @niceone143 @Chaucertheatre 
Positive,@xohpanic Haha yesss add meeeee I'm online coconut_allergies[at]hotmail.com 
Positive,@ThomasLierzer I didn't! Was very careful  So good!
Positive,@1stladyRetroKid  ok say no more son!! lmao
Positive,Friend quote of the day:  &quot;It is one of the blessings of old friends that you can afford to be stupid with them.&quot; - Ralph Waldo Emerson  
Positive,@victorkugler 
Positive,@abmendez I sometimes play #guitar with the side of the pick because it's easier to get a 'ping' effect using the edge of my thumb. 
Positive,@vicicasas  Actually we can delete it.  There are some posts that were suppose to be DMs but posted to everyone and I got to delete it. 
Positive,@theclimbergirl it's a sign that you should take the day off and go climbing instead! 
Positive,@MakeThemGoCr8zy what u want the chef to whip up 
Positive,@RyanSheckler: Hey Hey!! 
Positive,loves her new twitter makeover done by Matthew A. Grawcock.  lol
Positive,@clouddancefest We theatre types are so grounded though aren't we 
Positive,Getting ready to go to store. Have to get some black boots for my daughters class play Monday night. Its a Pirate thing. Should be fun 
Positive,@destinee_rae Haha lol. Im feelin much better. And great2knw u were tweeting...in the library?! lol. well hope u get ur work done.  thanks
Positive,@Machita64 nice to see you back  Greetings from Norway 
Positive,"@sheb57 the things you wonder  how are you, have you had a good day? how did race go?"
Positive,@johnnysmooth creative!!! 
Positive,@flying_mum trying to catch up...got the west coast feed.  oh my...Wes just scored...eeeewwwww.
Positive,"@Beverleyknight results show just started, no results yet.  "
Positive,Im just chillin out!!! luvin Twilight... nothing out of the usual really 
Positive,@jacielpang cheap n good right 
Positive,Wait what Esther? Haha Esther's dad sounds awesome! 
Positive,"@Henre why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
Positive,"@snydez add di gtalk, trus keliatan di greader  'friends' shared items'"
Positive,@cdnsk8r Watch them and we will discuss!  I am not going to spoil any more for you!  It's such an awesome show.
Positive,@MichaelVrijhoef hi  thats nice !  I wish the sun would shine in real life here ...
Positive,"@fifleaona my gf &amp; I talked about building her a pc just for sims3 if her laptop didn't work, it did though, I chose it with sims in mind "
Positive,"The second sentence of my last tweet was a joke  You're not horrible, honest!"
Positive,@JadenSolo â¥â¥â¥ that movie 
Positive,sending my 1st tweet about the blog I am now writing - so you all can REALLY follow me now  http://librarylea.wordpress.com/
Positive,aww little baby freya is soooo cute!! what a little sweetheart 
Positive,boat day w the graz 
Positive,@KhloeKardashian sisters u have to love them 
Positive,@AngryYoungMan2 Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos! 
Positive,@LiaWhiting bom dia 
Positive,"Holy cow. This Orca refactor is, like, actual work.  I'm glad @wwalker did the speechgenerator stuff first."
Positive,"will try kite-flying!  pero for now, badminton ulit thursday "
Positive,Had a really enjoyable day  learning about METHOD acting. Very interesting! 
Positive,@JadeTheOne777 aw thankyou  did you have a good day?
Positive,#followfriday @creattica @inspiredm @ronicadesign @JamisonKelly @AndyBeard @KISSmetrics... maybe I'm repeating myself but they're great! 
Positive,is at home goin to school at about 9 tomorrow is the last day of school and it's a half day!!! 
Positive,is waiting to go to the movies with some sweet people 
Positive,@YoungQ You`re very welcome 
Positive,Goood morning 
Positive,"@lollysummer so whats new wit you im moving to perris , bought a nice house  going to get married soon"
Positive,@KimKardashian GO WITH THE HAIRCUT!!! YOU WILL BE GORGEOUS...I COULD TOTALLY SEE THAT LOOK ON YOU 
Positive,heya I am online now...check my web to chat with me 
Positive,@akyarnie heehee I guess not 
Positive,@choirunnisa congratulation for eco-friendly teen 
Positive,@minortee ma this is the first time i have ever wrote anything on this site you must be very special 
Positive,@Kellypaull worth it to tackle- good luck 
Positive,public transport == volvo red bus .. economical compared to other alternatives 
Positive,"mmmm. has tea. and a ham sandwich. well, tinned flakes of ham... is that real ham? "
Positive,My turtle went missing...But they fonud it... 
Positive,Ready to start the day with heels and a black leather belt... 
Positive,family time in the park! 
Positive,I'm thirty (cough) years old and I still like to get a running glide on a grocery store cart  (via @waysidedrive) amen to that.
Positive,"Even though I've seen it a million and one times, Empire Records will NEVER get old for me and that makes me VERY happy "
Positive,@fozzyfan_now I'm good.  How are you?
Positive,"Goodmorning, make me happy.  &lt;3."
Positive,First i have to get this off my chest. Chris over Adam??? How did it happen. I have NEVER been wrong! 
Positive,@georgie_sarge sweeet  you have more time to do it then haha
Positive,"9 weeks 'till Le Mans!!  So near, yet so far. :/"
Positive,Watching a bunch of Webmasters video by @mattcutts I liked your video about switching to a Mac 
Positive,@hamishcampbell not quite as interesting anymore!  I see you're in Brentford now though... keeping busy
Positive,Lydia is cute... but sleepy 
Positive,Sii Funciooona!! Definitivamente amor mi BlackBerry more than everything!! Excepto mi Mami 
Positive,@rperdio she's sleeping in!  having milo &amp; sticky rice for brekky
Positive,"My 60th update.  Hm, what to wear on the concert."
Positive,"@marisa32686 oh yeah, I heard about that. So friggen stupid!!! P.S. I love that &quot;Weightless&quot; is my new ringtone! haha "
Positive,@sillybeggar Happy Birthday James!! Have a fabby day 
Positive,pink Soda dress &amp; pink LV! Beautifully match... what wrong with me and the pink 
Positive,@KnightOwl10 Awesome!  Jon just gave a shoutout to Scranton....my show! YAAAY!
Positive,Waiting on the post-woman... Hope I'll get something fun in the mail today! 
Positive,@ddlovato Congratulations Demi ! You deserve it ! 
Positive,"@woobie Take care of yourself, Miss Jen! Journalism needs you.  "
Positive,@frazierboi Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
Positive,Have you seen a copy of &quot;Fighters Only&quot; for sale? Post your sightings here. Please retweet 
Positive,Finished first step of footer... 
Positive,"@fecklessan0n  Glad u liked the Doors Raymond, one of my FAVS! "
Positive,@ sweetgirl7808 Good morning!!! 
Positive,Catch A Girl Like Me Roaming In The Hilton's Where The Pretty Girls Roam !! 
Positive,@mikestopforth you look eerily like @xsyn in your new pic. Freeking me out! One is enough 
Positive,iÂ´m off to the party soon. Pics is coming mabey tomarrow  i couldnÂ´t decide what i should wear soo i just took something 
Positive,Mhmm i got my chicken and chips  mwahahaha
Positive,@mikeyway hey Mikes! it's my bday! 
Positive,My iTunes account works!! I can finally purchase music (legally that is) from Lima Peru! 
Positive,Can't wait to get home and watch the MTV awards on IQ....New Moon preview!!! So excited!!! Wow I feel like a bit of a loser 
Positive,Suddenly reminded of good old DOS games and played Dangerous Dave today 
Positive,"@Dave_Riley Hi Dave, you should be able to now. "
Positive,Babysitting with Brittany Star &amp; Chelsea! The kid fell asleep so we're having great fun! 
Positive,"@Dr_DinaSadik sure, it looks like you have put on many hours of hard work to come up with such a great site like that, excellent! "
Positive,"@calgaryfitness Well, if it isn't tomorrow, we will have to make it happen another time "
Positive,going for dins with the birthday girl and family 
Positive,@markthomasinfo   but who would go (re open days)
Positive,"Dear Keir, having your personalized twitter updates on FB is distracting/confusing "
Positive,today I had pizza with kirstyn. today I spoke to tim  I've missed him. I like today.. its nice. lets chat? x
Positive,Hah  I just had the funniest day today 
Positive,"HEY! if YOU are a #fitness tweeter &amp; NOT selling a SCAM weight loss product, follow me &amp; I'll follow you back for sure!! "
Positive,Is it Friday already? Yes it is...let's hope I'll have time to send you some #followfriday love from work  Good morning.: Is it Friday ..
Positive,@mattyipa don't let me stop you! I'll vicariously enjoy the toasties from here 
Positive,@mellykitten umm I think it says 164 mins.. almost 3 hours of mcfly goodness 
Positive,"back home in Oslo, been at my girlfriends parents for a week now. "
Positive,@ddlovato. haha. cant wait for your album 
Positive,@dannywood please do concert in the philippines 
Positive,@Headlessgiant // street fair apparently. is tomorrow the parade? and did you get my phone 
Positive,"@f_lock Oh wait, you're going into the Air Force.  ... So this means you can finally lift a milk jug with one arm?  "
Positive,"@eliseworld, Thanks!! "
Positive,Slow it down now. 
Positive,@_Starlight_ NO WAY D: er det bra? 
Positive,@ddlovato I want to be more than a fan i want to be a friend do you think that's possible please reply back 
Positive,going for a wonderful lunch with the mother 
Positive,@vgay Omg yay. I want Lauren to come so she can see how we do it Hwood style.  And idk wtf I'm wearing to blowup. I have no clothes here.
Positive,Everyone have a good day - looks like I will be doing a major blogging on ROGUEWARE in a TWEET near you! 
Positive,@djsteen It's ok...I don't either. 
Positive,"@ddlovato I'll be getting that album  ...by the way, I didnt know that you know Tom Fletcher from Mcfly. Have you met the mcfly boys?"
Positive,On the cruise 
Positive,@mommiesfeet Gonna make me wait to see what socks you wore?  
Positive,@AJDADDY lol I absolutely hate u! 
Positive,"@ZacBrutality I didnt have to go fishing DD i faked a fever XD but im home, you can call meh "
Positive,"@CasioKayleigh Haha, same! You doing Lord Of The Flies too? :O Can You Keep A Secret? - Sophie Kinsella  I fancy buying 30 Rock too."
Positive,"@ericanoriega wow really, u like the rain? i hate it lol...but its really weird that its raining here...it normally rains on july "
Positive,@tonfue Can we copy and start posting our own???? 
Positive,listening to Don't Forget -@ddlovato  i love this song . Had so much fun at the MTV Music Awards .
Positive,"@hijake lol, awesome man. Glad it was so enjoyable "
Positive,glider food complete.. now time for chocolate milk and business card entry from creative coffee tonight 
Positive,iLIKE GIRLS THAT LIKE GIRLS THAT ATTRACTS ME......SO ARE ANY OF YALL INTO GIRLS LIKE iAM LESBI-HONESSSSST!!... 
Positive,@AntNyce123 wanna spend the nite after ur meeting? we could order pizza &amp; movies 
Positive,"@ohthedotty they're just as pretty as you see them in pics, and just as great as they sound in ads. but home sweet home sounds fine to me "
Positive,update time 
Positive,@hellsquookie Awwww Quookkkkieeeeee! (((huggggsss))) So glad I can bring a little grin to those lips . 
Positive,@Raeskies lol yess still shiny 
Positive,yay lakers won again!!!!! 
Positive,Watching SAW and doing loads of laundry. Blah 
Positive,@ktnunna TY.  Hope you have a great moms day. 
Positive,Congratulations Roxy 
Positive,@tommcfly http://www.twitpic.com/5x3uq I LOVE this photo! 
Positive,well i'm off from the computer! See you tomorrow. Byebye 
Positive,@cpfcrox i look nothing at all like my mother  http://twitpic.com/5vb7p
Positive,"@anyabast Hehe, we got a few copies at work Friday. Sold out in 5 minutes  I love your publisher because they always send early."
Positive,Is signing off my fellow tweeters... Nite nite 
Positive,@Orchidflower  lol - I thought by deliberately being odd it would make all the other nonsense seem better somehow 
Positive,@BritanyJean omg good job 
Positive,@birdiewhispers love the wee green chair lisa 
Positive,"@bluesdude21 I am a keen blogger, if you are looking to start blogger.com is probly your best bet "
Positive,@aishatyler sounds like ur gonna have a case of mud butt during ur coma 
Positive,Breakfast @ koffiesalon 
Positive,can't wait to sleep on Brian's new bed tonight. 
Positive,"Tornado sirens blaring in the dark..it must be summer!  So do I react or respond to the situation here?   Hmm  what to do, what to do... "
Positive,"ok, this is likely as good as it'll get, so once I get the intro, we'll be off to the races "
Positive,"I made a swiss non-roll.  With sprinkles, and jam.  Raspberry jam... "
Positive,"@kiotti HEY!  You need to get here!   We missing you too.  I will set you up with some shows, interviews, and collabs when you get here!"
Positive,"NOMINATED FOR 8 AWARDS?!?! You guys amaze me!!  Oh wow, you all are just awesome! &lt;3 http://www.teenchoiceawards.com/webdev/index.php"
Positive,thinking about getting up...... but that seems a bit energetic 
Positive,@Merlene those are fun!  I was just thinking of you yesterday. How are things? Would love to see you one of these days.
Positive,@lkelly56 oh you bet   I follow!
Positive,FINALLY I JUST FINISHED MY Psychology research 
Positive,. @ankita_gaba twatrimony is not a good idea since not everyone wants to marry a twat 
Positive,"@ColleenCoplick I know a good chunk of it as well, we just know slightly different areas  But yes, your network is bigger "
Positive,@Rosi_Simon Wow! You put me up there with some big names.  I'm blushing a little 
Positive,"Glue finally coming out, I actually missed my short hair and after refreshing the colour I feel amazing "
Positive,@zulusafari no. 1 per country. I used the numeral &quot;4&quot; instead of the word &quot;for&quot; 
Positive,i am watching tele and thinking how much i want aidan davis to win britains got talent xx 
Positive,the sunset view is SO beautiful from my room! 
Positive,@UNBBlog - excellent.. we have 4 more posted over the last week at http://www.youtube.com/user/globalguysgear also 
Positive,Apples to apples with stav@CWJazz @_caramia and bobbins. Yay fun.  http://twitpic.com/4gu7n
Positive,@captainerin   It's just one of those feel good songs.
Positive,Some cheesecake would be delightful this evening to accompany the Golden Girls marathon that just began on WE tv. 
Positive,"good night all...... this wookie is retiring for the evening...... yyaaaawwwwnnnn, sstttrreeeeetttccchhhhh........ "
Positive,Waiting for Alex to come over 
Positive,@MatthewHLeach thanks for the shout out! I hope your date/food/service/experience is what compelled you to marry the Mrs! 
Positive,@Number1Huggles You'll be fine - Good luck and see you later 
Positive,http://twitpic.com/6dpmq - we rock! 
Positive,@LaBitch5 Thanks! It was lookin bonny on Friday! 
Positive,http://twitpic.com/5dk69 - My prom dress 
Positive,@AlexisssO_O did u see granny smack down 
Positive,"@jaredleto about how dave matthews just suggested we all read this book about poop called the big necessity, and about you course "
Positive,@prosperitygal Thanks so much! 
Positive,Hanging with the little people in the pool 
Positive,@bluecstacymusic Hi! Thanks for the follow 
Positive,i can't believe jb have miley cyrus in one of their songs! 
Positive,Happy birthday @Nifernuno .... I love you 
Positive,@NathanFillion I think this weekend is going to be nice and sunny  
Positive,"He'll treasure me, he'll keep me happy and he'll make me smile. Apparently he likes ducks too. "
Positive,that hurt 
Positive,@KBeveridge geek in you?? You are one of the least geek people I know!!! and I mean it in a nice way 
Positive,@Joeballtshirts that is a great book! 
Positive,I'm ready for the day!!! I don't want to spend my whole life asking &quot;What if I had given everything?&quot; 
Positive,@shutian good morning @shutian 
Positive,@SimonHendy I'm watching the Giro 
Positive,"I'm going to spend my afternoon listening to @Taylorswift13 @MileyCyrus @JonasBrothers and @ddlovato songs, just because I feel like it "
Positive,english and psych exam tomorrow! then partyyy 
Positive,@frozen85 goodnight sweetness 
Positive,@misspearlygates Thats another one I want to see. Especially since it has Ed Helms 
Positive,has enjoyed reading real books again.  
Positive,alesha's party tomorrow night 
Positive,"@sigheti @marele tx guys, sper sa rezolve @alexseremet care pleaca maine la munchen  The fuckin power of twitter strikes again."
Positive,"hmmm i wonder, how many days to go? 5 it is "
Positive,Off to the city in Melbourne to do some shopping. 
Positive,yesterday in school we learned how useless twitter is..funny huh? 
Positive,300th update!!!! lets make it good..umm...ok...jesus loves every last one of you. best offer ever = FREE ETERNAL LIFE in Christ Jesus 
Positive,dropped by in trinoma for the last minute shopping before i go back to school. 
Positive,going swimming! 
Positive,@Dianne_ awesome photo! 
Positive,@ChipRPI because she's pretty much incredible 
Positive,new post up    a not me monday 
Positive,@greatpark79 you are a stupid man. 
Positive,@Mr_Bloggerific Awesome!  Nothing like purposely drawing attention to that kind of stupidity.  Well done.  
Positive,"@DanaDMB @cigarettelitrob no shit...it's confusing me. lovely pic, tho...and CONGRATS, again!! "
Positive,Lovely wife is gonna pick up inFAMOUS for me later.. I love my wife 
Positive,"@ARealist i thoguth u know Arabic,don't you? I saw you posting in Arabic before  Bon appetit "
Positive,@mccatfly got a good photo in mind? 
Positive,"@kendallthiessen You could be fearless and hop on a plane.  Lots of Denver --&gt; SD flights, I'm sure. We could postulate our theories. "
Positive,@stargirl428 hahaha leme know if you catch something new i messed up on 
Positive,Life has its hard moments. Think positive and everything will be fine 
Positive,@BabyCakes281 I know what really kept you up last night 
Positive,I love you too bread 
Positive,Texting garret. This kid makes me smile//laugh i swear! 
Positive,will be heading to the mall soon for some much needed shopping 
Positive,@LauraScholz I'm gonna need a little more info Laura... What if I click on it and there is nothing but sadness and disappointment?! 
Positive,"really like twitter... someone's twit is bound to make me smile... super thanks, twitter! "
Positive,@aaroneaves haha. just checking 
Positive,"Happy Sunday morning, twitter'ers! "
Positive,@planetparker WOOHOO congratulations!!! That's fantastic. I hope mother and son continue to do well! 
Positive,@swmchic  haha i almost forgot you had it with you.. i know!!! it's frickin' awesome!!  that may be the first book i ever re-read... 
Positive,@TastyTaste see what happens!!!? Us poor southerners have to put up with a mass northerner invasion every monday morning - take the hint! 
Positive,@renmiu Oh so it's around 8:30am there.  Cool.  Have a great day then.    I'm doing sum lounge dancing b4 I head off 2 bed.  x
Positive,In light of recent tweets on people leaving their mobile phone providers I just wanted to say - I love you Orange &amp; I'm not leaving you 
Positive,@sarahG lmao - That would have taken me at least a week! 
Positive,has extremely itchy feet.  I've gotta get out of here. 
Positive,yesterday was the best day of my life 
Positive,eating a biiig carrot! yayyyy! I love it! hahaha 
Positive,longest nap of lifeee! surprisingly good weekend so far 
Positive,"plans to give up her FaceBook... for a while. Could be a week, maybe forever. We'll see. "
Positive,and much more...I'll see you on the other side of the sunrise. 
Positive,@Ericka05 Thanks :-D I think I'm starting to figure it out now  Just took me a bit of getting used to!
Positive,@KalvinClein thanks for the Add 
Positive,omg yey. my ipod aint broken. nobody panic  its half 2 here in sunny scotland  this weekend was awsome. (Y)
Positive,@majornelson You like that back end then? 
Positive,@onlymandie My prezzies are awesome!!! I want to start writing rhyming things nooow 
Positive,@SoxAndStripes Thanks for the fun! See ya tomorrow 
Positive,@babyxshark - Breathe - 1 - 2 - 3 
Positive,will soon post pics at my multiply account 
Positive,Facebooking  add me!
Positive,is home. 
Positive,"@AdrianApan Hey, how are you? "
Positive,Man....I didn't finish my homework for class tomorrow. Will I pull an all nighter??? Ahahahahahahaha. Hell naw 
Positive,@amyshell that's what we're having tomorrow 
Positive,"@akpanio  Lad. If you don't get in, just sue them "
Positive,@twilightfairy but you have a watermark on the images! everyone would know it is yours. there is no commercial use. better relax  
Positive,@MissyWard Just saw your tweet on your navigation abilities. Good on ya! I've got a pretty good sense of direction too. 
Positive,"Would like opinions on http://bit.ly/17vwgO my first jazz performance, if you could be so kind "
Positive,@MissShimry And I love her- Beatles 
Positive,"Today`s best music,, Magic 89.9  http://magic899.fm/"
Positive,@crushtor like the new profile pic 
Positive,Standing in line for Splash mountain 
Positive,"@Pandaran if @chrisbrogan turns you down, would you consider mailing it to me?        "
Positive,Having done the dogwalking thing and now lunching i am considering an afternoon sat outside the pub 
Positive,might still be eating and drinking then 
Positive,"@SirGoose LOL Start over  if u were a melerr dude, go firearms or big-guns - or vice versa! same for Good-Evil. lotsa fun!"
Positive,"eh, feeling a wittle better  i'm going to try eating something. we'll see how it goes."
Positive,Congrats to you hope all is well with max happy baby that's for sure 
Positive,Got the air on and my belly is full. I think I may take a little nap. 
Positive,I`m in the Tea House  working in a bit
Positive,@pnesss I can help you be successful. 
Positive,&quot;GFB&quot; lmfao! ahaha i wonder if anyone on ma twitter knos wat that stands for!?!! lol 
Positive,Shoulda thought of that before 
Positive,"Waking up to Kuzco cuddles, Love it!  buenos dias!"
Positive,"Hello to all my fans ;)  Glad to see I've been missed. Dont' fear, new job, broken computer, hard to update.  Keep the fan mail coming "
Positive,"Eating Toast  ~Peanut Butter,,Yum "
Positive,im a little bit blonde again 
Positive,"On the way to Venice with @danregal and @wetodded, and @nodgarb will meet us there. Wheee! "
Positive,Home from the salon and just gonna stay in &amp; take it easy tonight 
Positive,@LA_Hwang a big fan of the Burberry are we? 
Positive,@BLOODHOUND_SSC yeah but I bet the cornering's not all that! 
Positive,@roflucy yay high fives and gold stars all round 
Positive,@crowsond You will have to very careful what you're tweeting 
Positive,@MarleeMatlin Do the kids *have to be* smiling? 
Positive,@niche I meant the panel specifically --I'm encouraging reactions vs transcription  currently I only hear the voices in my head #140conf
Positive,"@steph_davies @piaaguirre I forgooot. Archie and I are going to Utah tomorrow to meet his family.  We're on our way, where are you guys?"
Positive,@snrpablo Hey there.  Still just a couple more months to go...Insya Allah will be back for good soon 
Positive,"Just woke up, and decided to join Twitter... fisabilillah "
Positive,@f1_fans Team Takuma also has got a nice ring to it? When is that bloke throwing his hat in the ring: 
Positive,"I didn't bang him guys! We cuddled, talked and watched a movie. Butterflies. So cute. Hbdvdvhjd  ohhh my gawwwd I can't stop smiling."
Positive,@mambo101 that's cool.  It must suck to have no confidence in your team. 
Positive,"@karuski try again, minna  i edited quickly, sorry!"
Positive,"@adamwc Welp, you've guilted me into it  Also, you should totally release the CSS for your nav menuâpeople will jump all over that."
Positive,@jamestodhunter   Nice to have you in &quot;my&quot; time zone! Take care of Norway. Nicest country and nicest people around. (And cute language!)
Positive,Well HEELLO twitters! Not hanging with Lauren today  but today I won a contest and got a free 20 dollar gift card 
Positive,@astradaemon try typing in Millionaire Wanted....I wanna see what happens 
Positive,I must be so f*cking boring.. Well I don't do this to get followers  btw check out my blog http://ellamonthan.blogg.se/
Positive,@TraceCyrus You have pretty teeth 
Positive,@fallinfromstars cool  sounds fun. Wish we had one of those.
Positive,"congratulations @bigC2819, @loveselig, and @shampoocell for making it through. best of luck to you guys "
Positive,Stupid camp lady made us stop decorating our doors :/ haha my song is mixed up by miley cyrus  hehe
Positive,@ashleytisdale Hey Ashley! That would be a dream come true for me. My city is Bayshore. 
Positive,@malalafelix good; BUT you pay M E 
Positive,@JenStewartPhoto HAHA!! I love those! mark them w/ #onlinebizowner @ the end so we can collect them all 
Positive,mmm........nothing 
Positive,"Computer off again today, dont miss it, am really enjoying the freedom. Have been sewing today "
Positive,Calling it a day - up early for breakfast at Jolly Roger 
Positive,not really sure! Trying to figure this all out.... 
Positive,@kevincookephoto I love it alway sunny!!!! Best mental show next to Arrested Development!! 
Positive,@melyssagrace Happy happy birthday 
Positive,@abbylatif just enjoy looking at tweety bird and not to twitt...hehehehe  
Positive,"@SensualStories (Two-day, women-only trip, the men prepare the meal and sweat lodge at the end.  She does seem to conjure such things."
Positive,Loving all these frenchies... Second purchase after the bottega bag after I start workinggg 
Positive,"@juliet_k We're all slow, hon.  Eh, I'm cramping pretty badly, or at least I was. *prays it stays away*"
Positive,1 hora pro show do TRV$AM  #delongeday
Positive,"Yep, I stayed up til 1.30am on Thursday to finish. Did one final read/edit yesterday......But more importantly, Max is now crawling "
Positive,@mystic23 Hope it brings u lots &amp; lots &amp; lots &amp; lots of SUCCESS!  
Positive,Warning: Cuteness Overload !! http://bit.ly/2DQJ5  
Positive,"@Spoked Okay, thanks Spoked "
Positive,wpevo.com was owned by pavlow 
Positive,@Memset_Kate Better now had Ice Lolly and some Water Mellon 
Positive,Still recovering from a hangover... but at work again 
Positive,I'm back in Abilene... only for one more week!!  6 days to graduation!
Positive,@RealRobBrydon yep they are on tuesday and wednesday 
Positive,For the sake of humanity I vote we either skip mondays all together or make it part of the weekend. Let tuesday take the heat for a while 
Positive,"my next door neighbour is blasting a bit of britney, good tunes "
Positive,@DavidArchie do you remember me?  Spicy Nacho? does that ring a bell to you? Medal?!? Haha...in singapore....98.7fm?!?! 
Positive,just bought a magazine 
Positive,Having a good weekend so far  Let's make it a great one with a 'W' tomorrow! *fist pump*
Positive,"@imjustcreative I would, you're super awesome Graham! I'm on my old WinXP box now so I'll get back to you on that soon, that okay? Thx! "
Positive,@brettsea woot!  That was fun  SEEK still wins at being awesome
Positive,@xElenixMartianx haha very good!! good night 
Positive,ah.. Good morning! 
Positive,@LCLaurenConrad Was that really you doing the voiceover? I loved it! I thought it was really funny 
Positive,@simplywillow Sweet necklace!! 
Positive,At the cinema waiting for wolverine to start     
Positive,boa noite seguidores  twitter of :*
Positive,@subVert Yes! Road trip!! 
Positive,@RallisP YOU'RE THE CUTEST!!!!!!! I can't believe you remember that!  I'm still up...btw.
Positive,@BryanRicard  Hey!   Thanks for the follow back.  
Positive,@leenoree Thank you! I'm down to meet up for dinner when you get here... just let me and my Ate M know 
Positive,Saw an old familiar face a little bit ago. I got quite the laugh when they realized who I was. 
Positive,@Ceallaighaine @weegingerbean @mocass I BOUGHT MY FIRST CUTE OUTFIT FOR NATIONALS TODAY 
Positive,..TUESDAY NIGHT @ EURO HOOKA BAR ON EL CAJON BLVD..PLEEASE COME  HIT ME FOR DETAILS
Positive,I replaced the ice cream through a big weekend sanwich ...but no doubt..ice cream..you'll be eat in several minutes 
Positive,"@agedoutcom - ur awesome, thanx  . dont be a stranger"
Positive,@chaaachaaa I will.. Later tho maybe haha 
Positive,@shezDOPEx3 Hey u  Whatchu up too? Isn't it past your bed time?
Positive,Testing my first twitter entry 
Positive,Download movie  Scarface http://tinyurl.com/d6c6g2 cool #movie
Positive,I love sunshine 
Positive,@tezzer57 I don't think &quot;Go&quot; is strong enough. It needs some &quot;FECKOFF&quot; Cat 
Positive,getting ready for my first day of work! i'm so excited! 
Positive,@ddlovato got ur music on my mp3 player. ur songs r brill! they always get me singing along...... 
Positive,"We were playing marco polo yesterday in the room with blown up mattresses, and he pinned me to a wall and wouldnt let up. Hah "
Positive,My living puja alarm clock (Tsering the cat) woke me up promptly at 6:30am today. Hope everyone is having a great day. 
Positive,"@fajarjasmin well sir, it's your settings. not mine.. i already turn all notif off.. "
Positive,@JessWoodall get some binoculars and stare back at them. oh and turn your lights off and hold a torch underneath your face 
Positive,Going to get chips and ketchup at lunch mmmmmmmm 
Positive,@IainSlassor You have twitter? You kept that one quiet 
Positive,what was it like?  @BuddingGenius #iRemember life before Twitter
Positive,"Feels like I haven't tweeted in ages, I'm so rubbish! BAH! "
Positive,Sex is a part of nature. I go along with nature. Marilyn Monroe. Is is best ever way to have it up until last days  http://238753.com/Boss
Positive,Working on my mothers website. It's turning out pretty well I must say! 
Positive,@friskygeek congrats guys...nice work! 
Positive,@taymalin Thanks for the retweet!  I'll buy coffee tomorrow!
Positive,@gavinmikhail find you  yay!
Positive,At Roji for the first time visiting Joii slash trying to study and enjoy my first trip downtown 
Positive,"@AlanBleiweiss Not still up, I'm on east coast. Went to bed early and got up real early  Too early lol"
Positive,Just finished Creative Writing final 
Positive,@1CloudStrife ...My friends tell me that in England the people isn't very friendly. I think you're very friendly 
Positive,why me? i am about to read another ecology book for two hours. its all good fun today 
Positive,wonders how it would feel to be interviewed by Oprah? http://tinyurl.com/r6nny8  http://plurk.com/p/vfs30
Positive,Well its time to call it a night! Night-E Nite peepz!  Xoxo 
Positive,Audio: taylors-hoe: ï¿½the songï¿½s feckinï¿½ amazing + i love it  http://tumblr.com/xvg1wvs9s
Positive,"@kesterbrewin @jystewart cheers for the update  have got both 'rents on an iPhone, they'd enjoy being part of the iClique!"
Positive,@aliciamedici YOU DO IT ANYWAY!  &lt;3 15 more days till you see me. Get stoked.
Positive,@edwardharran awesomeness...thanks mate 
Positive,@1STUD1 http://twitpic.com/5eyea - Daaaaaang baby cakes! I needa come over n steal some songs from u 
